"id","name","image","parts_type","color","offset_x","offset_y","offset_scale","power_type","power","duration","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
432,"フラムのお面","hat_x007a_p117",20,0,0,0,100,0,0,0,,"Frum's Mask","Masque de Frum",,"弗拉姆面具","弗拉姆面具",,,,,,,,,
433,"白狐のお面","hat_x008a_p117",20,0,0,0,100,0,0,0,,"White Fox Mask","Masque de Renard Blanc",,"白狐面具","白狐面具",,,,,,,,,
434,"黒狐のお面","hat_x008b_p117",20,0,0,0,100,0,0,0,,"Black Fox Mask","Masque de Renard Noir",,"黑狐面具","黑狐面具",,,,,,,,,
435,"チョコバナナ","basket_x003a_p78",21,0,0,0,100,0,0,0,,"Chocolate Banana","Banane au Chocolat",,"巧克力香蕉","巧克力香蕉",,,,,,,,,
436,"巾着（白）","basket_x004a_p78",21,0,0,0,100,0,0,0,,"Pouch (White)","Pochette (Blanche)",,"束口袋(白)","束口袋(白)",,,,,,,,,
437,"巾着（赤）","basket_x004b_p78",21,0,0,0,100,0,0,0,,"Pouch (Red)","Pochette (Rouge)",,"束口袋(红)","束口袋(紅)",,,,,,,,,
438,"巾着（紫）","basket_x004c_p78",21,0,0,0,100,0,0,0,,"Pouch (Purple)","Pochette (Violet)",,"束口袋(紫)","束口袋(紫)",,,,,,,,,
439,"蚊遣り豚","fairy_x000a_p3",23,0,0,0,100,0,0,0,,"Pig Repellent Incense","Cochon d'Anti-moustique",,"蚊香猪","蚊香豬",,,,,,,,,
440,"浴衣（梅）","dress_x005a_p33+dress_x005a_p67+dress_x005a_p87",12,0,0,0,100,0,0,0,,"Yukata (Plum)","Yukata (Prune)",,"浴衣(梅)","浴衣(梅)",,,,,,,,,
441,"浴衣（蝶）","dress_x005b_p33+dress_x005b_p67+dress_x005b_p87",12,0,0,0,100,0,0,0,,"Yukata (Butterfly)","Yukata (Papillon)",,"浴衣(蝶)","浴衣(蝶)",,,,,,,,,
442,"浴衣（朝顔）","dress_x005c_p33+dress_x005c_p67+dress_x005c_p87",12,0,0,0,100,0,0,0,,"Yukata (Morning Glory)","Yukata (Volubilis)",,"浴衣(牵牛花)","浴衣(牽牛花)",,,,,,,,,
443,"下駄（紫）","shoes_x008a_p51+shoes_x008a_p62",13,0,0,0,100,0,0,0,,"Geta (Purple)","Geta (Violet)",,"木屐(紫)","木屐(紫)",,,,,,,,,
444,"下駄（赤）","shoes_x008b_p51+shoes_x008b_p62",13,0,0,0,100,0,0,0,,"Geta (Red)","Geta (Rouge)",,"木屐(红)","木屐(紅)",,,,,,,,,
445,"下駄（白）","shoes_x008c_p51+shoes_x008c_p62",13,0,0,0,100,0,0,0,,"Geta (White)","Geta (Blanc)",,"木屐(白)","木屐(白)",,,,,,,,,
446,"ウォーケンのブーツ","shoes_z026a_p51+shoes_z026a_p62",13,0,0,0,100,0,0,0,,"Walken's Boots","Bottes de Walken",,"沃肯的鞋子","沃肯的鞋子",,,,,,,,,
447,"ウォーケンのパンツ","skirt_z026a_p64",11,0,0,0,100,0,0,0,,"Walken's Pants","Pantalon de Walken",,"沃肯的裤子","沃肯的褲子",,,,,,,,,
448,"ウォーケンの上着","blouse_z026a_p33+blouse_z026a_p67+blouse_z026a_p87+blouse_z026a_p40+",10,0,0,0,100,0,0,0,,"Walken's Top","Veste de Walken",,"沃肯的上衣","沃肯的上衣",,,,,,,,,
449,"グリュンワルドの頭のせ人形","hat_z103a_p112",20,0,0,0,100,0,0,0,,"Grunwald Stacking Doll","Poupée de Grunwald (Coiffure)",,"古鲁瓦尔多的趴头娃娃","古魯瓦爾多的趴頭娃娃",,,,,,,,,
450,"C.C.の頭のせ人形","hat_z136a_p112",20,0,0,0,100,0,0,0,,"C.C. Stacking Doll","Poupée de C.C. (Coiffure)",,"C.C.的趴头娃娃","C.C.的趴頭娃娃",,,,,,,,,
451,"レオンの頭のせ人形","hat_z105a_p112",20,0,0,0,100,0,0,0,,"Leon Stacking Doll","Poupée de Léon (Coiffure)",,"利恩的趴头娃娃","利恩的趴頭娃娃",,,,,,,,,
452,"カレンベルクの頭のせ人形","hat_z140a_p112",20,0,0,0,100,0,0,0,,"Karenberg Stacking Doll","Poupée de Karenberg (Coiffure)",,"凯伦贝克的趴头娃娃","凱倫貝克的趴頭娃娃",,,,,,,,,
453,"ヴォランドのブーツ","shoes_z035a_p51+shoes_z035a_p62",13,0,0,0,100,0,0,0,,"Voland's Boots","Bottes de Voland",,"沃兰德的鞋子","沃蘭德的鞋子",,,,,,,,,
454,"ヴォランドのパンツ","skirt_z035a_p64",11,0,0,0,100,0,0,0,,"Voland's Pants","Pantalon de Voland",,"沃兰德的裤子","沃蘭德的褲子",,,,,,,,,
455,"ヴォランドの上着","blouse_z035a_p33+blouse_z035a_p67+blouse_z035a_p87",10,0,0,0,100,0,0,0,,"Voland's Top","Veste de Voland",,"沃兰德的上衣","沃蘭德的上衣",,,,,,,,,
456,"コッブの靴","shoes_z037a_p51+shoes_z037a_p62+",13,0,0,0,100,0,0,0,,"Cobb's Shoes","Chaussures de Cobb",,"柯布的鞋子","柯布的鞋子",,,,,,,,,
457,"コッブのスラックス","skirt_z037a_p64",11,0,0,0,100,0,0,0,,"Cobb's Suit Pants","Pantalon de Cobb",,"柯布的西装裤","柯布的西裝褲",,,,,,,,,
458,"コッブのスーツ","blouse_z037a_p33+blouse_z037a_p67+blouse_z037a_p87",10,0,0,0,100,0,0,0,,"Cobb's Suit","Costume de Cobb",,"柯布的西装","柯布的西裝",,,,,,,,,
459,"コッブの刺青","paint_z037a_p98",22,0,0,0,100,0,0,0,,"Cobb's Tattoo","Tatouage de Cobb",,"柯布的刺青","柯布的刺青",,,,,,,,,
460,"メリーの手提げ人形","basket_z149a_p78",21,0,0,0,100,0,0,0,,"Mary Doll","Poupée de Merry",,"梅莉的手提公仔","梅莉的手提公仔",,,,,,,,,
461,"サルガドの頭のせ人形","hat_z122a_p112",20,0,0,0,100,0,0,0,,"Salgado Stacking Doll","Poupée de Salgado (Coiffure)",,"萨尔卡多的趴头娃娃","薩爾卡多的趴頭娃娃",,,,,,,,,
462,"リンナエウスの頭のせ人形","hat_z152a_p112",20,0,0,0,100,0,0,0,,"Linnaeus Stacking Doll","Poupée de Linnaeus (Coiffure)",,"林奈乌斯的趴头娃娃","林奈烏斯的趴頭娃娃",,,,,,,,,
463,"セレスシャル","fairy_z035a_p2",23,0,0,0,100,0,0,0,,"Celestial","Celestial",,"瑟雷斯夏尔","瑟雷斯夏爾",,,,,,,,,
464,"深海くん","fairy_z037a_p8+fairy_z037a_p120",23,0,0,0,100,0,0,0,,"Sea Drake","Homme des Profondeurs",,"深海君","深海君",,,,,,,,,
465,"ルートの頭のせ人形","hat_z132a_p112",20,0,0,0,100,0,0,0,,"Rood Stacking Doll","Poupée de Rood (Coiffure)",,"路德的趴头娃娃","路德的趴頭娃娃",,,,,,,,,
466,"ブラウの頭のせ人形","hat_z139a_p112",20,0,0,0,100,0,0,0,,"Blau Stacking Doll","Poupée de Blau (Coiffure)",,"布劳的趴头娃娃","布勞的趴頭娃娃",,,,,,,,,
467,"ピエロシューズ","shoes_x009a_p51+shoes_x009a_p62",13,0,0,0,100,0,0,0,,"Clown Shoes","Chaussures de Pierrot",,"小丑鞋","小丑鞋",,,,,,,,,
468,"ピエロタイツ","skirt_x002a_p48+skirt_x002a_p59",11,0,0,0,100,0,0,0,,"Clown Tights","Collants de Pierrot",,"小丑裤袜","小丑褲襪",,,,,,,,,
469,"ピエロドレス","dress_x006a_p33+dress_x006a_p67+dress_x006a_p87",12,0,0,0,100,0,0,0,,"Clown Dress","Robe de Pierrot",,"小丑礼服","小丑禮服",,,,,,,,,
470,"4thアニバーサリーエンジェル","fairy_a001a_p4",23,0,0,0,100,0,0,0,,"4th Anniversary Angel","Ange du 4e anniversaire",,"4周年纪念天使","4週年紀念天使",,,,,,,,,
471,"ミリアンの頭のせ人形","hat_z125a_p112",20,0,0,0,100,0,0,0,,"Milian Stacking Doll","Poupée de Milian (Coiffure)",,"米利安的趴头娃娃","米利安的趴頭娃娃",,,,,,,,,
472,"マックスのグリーヴ","shoes_z009a_p51+shoes_z009a_p62",13,0,0,0,100,0,0,0,,"Max's Greaves","Jambières de Max",,"马库斯的护胫","馬庫斯的護脛",,,,,,,,,
473,"マックスの鎧","dress_z009a_p33+dress_z009a_p67+dress_z009a_p87",12,0,0,0,100,0,0,0,,"Max's Armor","Armure de Max",,"马库斯的铠甲","馬庫斯的鎧甲",,,,,,,,,
474,"ブレイズのグリーヴ","shoes_z010a_p51+shoes_z010a_p62",13,0,0,0,100,0,0,0,,"Blaise's Greaves","Jambières de Blaise",,"布列依斯的护胫","布列依斯的護脛",,,,,,,,,
475,"ブレイズの鎧","dress_z010a_p33+dress_z010a_p67+dress_z010a_p87",12,0,0,0,100,0,0,0,,"Blaise's Armor","Armure de Blaise",,"布列依斯的铠甲","布列依斯的鎧甲",,,,,,,,,
476,"スプラートの頭のせ人形","hat_z117a_p112",20,0,0,0,100,0,0,0,,"Sprout Stacking Doll","Poupée de Sprout (Coiffure)",,"史普拉多的趴头娃娃","史普拉多的趴頭娃娃",,,,,,,,,
477,"ギュスターヴの頭のせ人形","hat_z150a_p112",20,0,0,0,100,0,0,0,,"Gustave Stacking Doll","Poupée de Gustave (Coiffure)",,"古斯塔夫的趴头娃娃","古斯塔夫的趴頭娃娃",,,,,,,,,
478,"アイザックの頭のせ人形","hat_z102a_p112",20,0,0,0,100,0,0,0,,"Izac Stacking Doll","Poupée d'Isaac (Coiffure)",,"艾依查库的趴头娃娃","艾依查庫的趴頭娃娃",,,,,,,,,
479,"リュカの頭のせ人形","hat_z133a_p112",20,0,0,0,100,0,0,0,,"Luka Stacking Doll","Poupée de Lucas (Coiffure)",,"鲁卡的趴头娃娃","魯卡的趴頭娃娃",,,,,,,,,
480,"レインディアブーツ","shoes_x010a_p51+shoes_x010a_p62",13,0,0,0,100,0,0,0,,"Reindeer Boots","Bottes de renne",,"驯鹿雪靴","馴鹿雪靴",,,,,,,,,
481,"レインディアフード（金）","hair_x003a_p108+hair_x003a_p18",3,0,0,0,100,0,0,0,,"Reindeer Hood (Gold)","Capuche de renne (Or)",,"驯鹿帽兜(金)","馴鹿帽兜(金)",,,,,,,,,
482,"レインディアフード（青）","hair_x003c_p108+hair_x003c_p18",3,0,0,0,100,0,0,0,,"Reindeer Hood (Blue)","Capuche de renne (Bleu)",,"驯鹿帽兜(蓝)","馴鹿帽兜(藍)",,,,,,,,,
483,"レインディアフード（銀）","hair_x003f_p108+hair_x003f_p18",3,0,0,0,100,0,0,0,,"Reindeer Hood (Silver)","Capuche de renne (Argent)",,"驯鹿帽兜(银)","馴鹿帽兜(銀)",,,,,,,,,
484,"レインディアコート","dress_x007a_p33+dress_x007a_p67+dress_x007a_p87",12,0,0,0,100,0,0,0,,"Reindeer Coat","Manteau de renne",,"驯鹿大衣","馴鹿大衣",,,,,,,,,
485,"スノーマン","fairy_x001a_p2",23,0,0,0,100,0,0,0,,"Snowman","Bonhomme de neige",,"雪人","雪人",,,,,,,,,
486,"エヴァリストサンタの頭のせ人形","hat_z101b_p112",20,0,0,0,100,0,0,0,,"Evarist Christmas Stacking Doll","Poupée du Père Evarist (Coiffure)",,"艾伯李斯特的圣诞趴头娃娃","艾伯李斯特的聖誕趴頭娃娃",,,,,,,,,
487,"アーチボルトの頭のせ人形","hat_z108a_p112",20,0,0,0,100,0,0,0,,"Archibald Stacking Doll","Poupée d'Archibald (Coiffure)",,"阿奇波尔多的趴头娃娃","阿奇波爾多的趴頭娃娃",,,,,,,,,
488,"パルモの頭のせ人形","hat_z128a_p112",20,0,0,0,100,0,0,0,,"Palmo Stacking Doll","Poupée de Palmo (Coiffure)",,"帕茉的趴头娃娃","帕茉的趴頭娃娃",,,,,,,,,
489,"ナディーンの手提げ人形","basket_z153a_p78",21,0,0,0,100,0,0,0,,"Nadine Doll","Poupée de Nadine",,"娜汀的手提公仔","娜汀的手提公仔",,,,,,,,,
490,"ロッソの頭のせ人形","hat_z119a_p112",20,0,0,0,100,0,0,0,,"Rosso Stacking Doll","Poupée de Rosso (Coiffure)",,"罗索的趴头娃娃","羅索的趴頭娃娃",,,,,,,,,
491,"ビアギッテの頭のせ人形","hat_z143a_p112",20,0,0,0,100,0,0,0,,"Birgit Stacking Doll","Poupée de Brigitte (Coiffure)",,"碧姬媞的趴头娃娃","碧姬媞的趴頭娃娃",,,,,,,,,
492,"チャイナシニヨン（金）","hair_c003a_p108+hair_c003a_p18",3,0,0,0,100,0,0,0,,"Chinese Hairdo (Gold)","Chignon chinois (or)",,"中国风包包头(金)","中國風包包頭(金)",,,,,,,,,
493,"チャイナシニヨン（茶）","hair_c003b_p108+hair_c003b_p18",3,0,0,0,100,0,0,0,,"Chinese Hairdo (Brown)","Chignon chinois (brun)",,"中国风包包头(褐)","中國風包包頭(褐)",,,,,,,,,
494,"チャイナシニヨン（青）","hair_c003c_p108+hair_c003c_p18",3,0,0,0,100,0,0,0,,"Chinese Hairdo (Blue)","Chignon chinois (bleu)",,"中国风包包头(蓝)","中國風包包頭(藍)",,,,,,,,,
495,"チャイナシニヨン（銀）","hair_c003f_p108+hair_c003f_p18",3,0,0,0,100,0,0,0,,"Chinese Hairdo (Silver)","Chignon chinois (argent)",,"中国风包包头(银)","中國風包包頭(銀)",,,,,,,,,
496,"チャイナシニヨン（黒）","hair_c003h_p108+hair_c003h_p18",3,0,0,0,100,0,0,0,,"Chinese Hairdo (Black)","Chignon chinois (noir)",,"中国风包包头(黑)","中國風包包頭(黑)",,,,,,,,,
497,"チャイナゴシック（白）","dress_x008a_p33+dress_x008a_p67+dress_x008a_p87",12,0,0,0,100,0,0,0,,"Chinese Gothic Dress (White)","Gothique chinois (blanc)",,"中国风哥德洋装（白）","中國風哥德洋裝（白）",,,,,,,,,
498,"チャイナゴシック（赤）","dress_x008b_p33+dress_x008b_p67+dress_x008b_p87",12,0,0,0,100,0,0,0,,"Chinese Gothic Dress (Red)","Gothique chinois (rouge)",,"中国风哥德洋装（红）","中國風哥德洋裝（紅）",,,,,,,,,
499,"チャイナゴシック（緑）","dress_x008c_p33+dress_x008c_p67+dress_x008c_p87",12,0,0,0,100,0,0,0,,"Chinese Gothic Dress (Green)","Gothique chinois (vert)",,"中国风哥德洋装（绿）","中國風哥德洋裝（綠）",,,,,,,,,
500,"オウラン(茶)のフード","hair_z055a_p108+hair_z055a_p18",3,0,0,0,100,0,0,0,,"Orang's Hood","Capuche d'Orland",,"奥兰(褐)的帽兜","奧蘭(褐)的帽兜",,,,,,,,,
501,"オウラン(茶)のかぶりもの","hair_z055b_p108",3,0,0,0,100,0,0,0,,"Orang's Facemask","Chapeau d'Orland",,"奥兰(褐)的头套","奧蘭(褐)的頭套",,,,,,,,,
502,"オウラン(茶)のスーツ","dress_z055a_p33+dress_z055a_p67+dress_z055a_p87",12,0,0,0,100,0,0,0,,"Orang's Puppet Costume","Costume d'Orland",,"奥兰(褐)的布偶装","奧蘭(褐)的布偶裝",,,,,,,,,
503,"オウラン(茶)の頭のせ人形","hat_z155a_p112",20,0,0,0,100,0,0,0,,"Orang (Brown) Stacking Doll","Poupée d'Orland (marron) (Coiffure)",,"奥兰(褐)的趴头娃娃","奧蘭(褐)的趴頭娃娃",,,,,,,,,
504,"フロレンスの頭のせ人形","hat_z127a_p112",20,0,0,0,100,0,0,0,,"Florence Stacking Doll","Poupée de Florence (Coiffure)",,"佛罗伦斯的趴头娃娃","佛羅倫斯的趴頭娃娃",,,,,,,,,
505,"マルセウスの頭のせ人形","hat_z131a_p112",20,0,0,0,100,0,0,0,,"Marseus Stacking Doll","Poupée de Marseus (Coiffure)",,"玛尔瑟斯的趴头娃娃","瑪爾瑟斯的趴頭娃娃",,,,,,,,,
506,"ディノの手提げ人形","basket_z154a_p78",21,0,0,0,100,0,0,0,,"Dino Doll","Poupée de Dino",,"迪诺的手提公仔","迪諾的手提公仔",,,,,,,,,
507,"リンナエウスの手提げ人形","basket_z152a_p78",21,0,0,0,100,0,0,0,,"Linnaeus Doll","Poupée de Linnaeus ",,"林奈乌斯的手提公仔","林奈烏斯的手提公仔",,,,,,,,,
508,"ナイトキャップ","hat_x009a_p112+hat_x009a_p17",20,0,0,0,100,0,0,0,,"4th Anniversary Nightcap","Bonnet de nuit (4ème anniversaire du jeu)",,"睡帽","睡帽",,,,,,,,,
509,"枕","lefthand_x001a_p34",21,0,0,0,100,0,0,0,,"4th Anniversary Pillow","Oreiller (4ème anniversaire du jeu)",,"枕头","枕頭",,,,,,,,,
510,"ネグリジェ","dress_x009a_p33+dress_x009a_p67+dress_x009a_p87",12,0,0,0,100,0,0,0,,"4th Anniversary Pajamas","Nuisette (4ème anniversaire du jeu)",,"睡衣","睡衣",,,,,,,,,
511,"ウォーケンの頭のせ人形","hat_z126a_p112",20,0,0,0,100,0,0,0,,"Walken Stacking Doll","Poupée de Walken (Coiffure)",,"沃肯的趴头娃娃","沃肯的趴頭娃娃",,,,,,,,,
512,"ヴォランドの頭のせ人形","hat_z135a_p112",20,0,0,0,100,0,0,0,,"Voland Stacking Doll","Poupée de Voland (Coiffure)",,"沃兰德的趴头娃娃","沃蘭德的趴頭娃娃",,,,,,,,,
513,"名前入り帽子","hat_x010a_p112+hat_x010a_p17",20,0,0,0,100,0,0,0,,"Signed Hat","Chapeau (nom brodé)",,"写有名字的帽子","寫有名字的帽子",,,,,,,,,
514,"アスラのブーツ","shoes_z029a_p51+shoes_z029a_p62",13,0,0,0,100,0,0,0,,"Asura's Boots","Bottes  d'Asura",,"阿修罗的鞋子","阿修羅的鞋子",,,,,,,,,
515,"アスラの忍装束（下）","skirt_z029a_p48+skirt_z029a_p59+skirt_z029a_p69",11,0,0,0,100,0,0,0,,"Asura's Ninja Suit (Bottom)","Tenue de Shinobi d'Asura (bas)",,"阿修罗的忍者装(下)","阿修羅的忍者裝(下)",,,,,,,,,
516,"アスラの忍装束（上）","blouse_z029a_p33+blouse_z029a_p67+blouse_z029a_p87",10,0,0,0,100,0,0,0,,"Asura's Ninja Suit (Top)","Tenue de Shinobi d'Asura (haut)",,"阿修罗的忍者装(上)","阿修羅的忍者裝(上)",,,,,,,,,
517,"リュカのブーツ","shoes_z033a_p51+shoes_z033a_p62",13,0,0,0,100,0,0,0,,"Luka's Boots","Bottes  de Lucas",,"鲁卡的鞋子","魯卡的鞋子",,,,,,,,,
518,"リュカの袴","skirt_z033a_p69",11,0,0,0,100,0,0,0,,"Luka's Leggings","Hakama de Lucas",,"鲁卡的裙裤","魯卡的裙褲",,,,,,,,,
519,"リュカの上着","blouse_z033a_p33+blouse_z033a_p67+blouse_z033a_p87",10,0,0,0,100,0,0,0,,"Luka's Top","Veste de Lucas",,"鲁卡的上衣","魯卡的上衣",,,,,,,,,
520,"リュカのケープ","mant_z033a_p91+mant_z033a_p21",12,0,0,0,100,0,0,0,,"Luka's Shawl","Cape de Lucas",,"鲁卡的披风","魯卡的披肩",,,,,,,,,
521,"クレーニヒの頭のせ人形","hat_z106a_p112",20,0,0,0,100,0,0,0,,"Kronig Stacking Doll","Poupée de Kronig (Coiffure)",,"库勒尼西的趴头娃娃","庫勒尼西的趴頭娃娃",,,,,,,,,
522,"シャーロットの頭のせ人形","hat_z145a_p112",20,0,0,0,100,0,0,0,,"Shallot Stacking Doll","Poupée de Charlotte (Coiffure)",,"夏洛特的趴头娃娃","夏洛特的趴頭娃娃",,,,,,,,,
523,"グリュンワルド柄の枕","lefthand_z003a_p34",21,0,0,0,100,0,0,0,,"Grunwald Pillow","Oreiller à l'image de Grunwald",,"枕头(古鲁瓦尔多图案)","枕頭(古魯瓦爾多圖案)",,,,,,,,,
524,"アスラの忍者刀","tail_z029a_p10",21,0,0,0,100,0,0,0,,"Asura's Ninja Sword","Katana d'Asura",,"阿修罗的忍者刀","阿修羅的忍者刀",,,,,,,,,
525,"コンラッドの頭のせ人形","hat_z142a_p112",20,0,0,0,100,0,0,0,,"Konrad Stacking Doll","Poupée de Konrad (Coiffure)",,"康拉德的趴头娃娃","康拉德的趴頭娃娃",,,,,,,,,
526,"タイレルの頭のせ人形","hat_z146a_p112",20,0,0,0,100,0,0,0,,"Tyrrel Stacking Doll","Poupée de Tyrrel (Coiffure)",,"泰瑞尔的趴头娃娃","泰瑞爾的趴頭娃娃",,,,,,,,,
527,"ステイシアのブーツ","shoes_z034a_p51+shoes_z034a_p62",13,0,0,0,100,0,0,0,,"Stacia's Boots","Bottes  de Stacia",,"史塔夏的鞋子","史塔夏的鞋子",,,,,,,,,
528,"ステイシアのスカート","skirt_z034a_p48+skirt_z034a_p59",11,0,0,0,100,0,0,0,,"Stacia's Skirt","Jupe de Stacia",,"史塔夏的裙子","史塔夏的裙子",,,,,,,,,
529,"ステイシアの上着","blouse_z034a_p33+blouse_z034a_p67+blouse_z034a_p87",10,0,0,0,100,0,0,0,,"Stacia's Jacket","Veste de Stacia",,"史塔夏的上衣","史塔夏的上衣",,,,,,,,,
530,"ステイシアの髪型（殺戮A）","hair_z034b_p108+hair_z034b_p18",3,0,0,0,100,0,0,0,,"Stacia's Hairstyle (Massacre A)","Coiffure de Stacia (Massacre A)",,"史塔夏的发型（杀戮Ａ）","史塔夏的髮型（殺戮Ａ）",,,,,,,,,
531,"ステイシアの髪型（殺戮B）","hair_z034c_p108+hair_z034c_p18",3,0,0,0,100,0,0,0,,"Stacia's Hairstyle (Massacre B)","Coiffure de Stacia (Massacre B)",,"史塔夏的发型（杀戮Ｂ）","史塔夏的髮型（殺戮Ｂ）",,,,,,,,,
532,"ベルンハルトの頭のせ人形","hat_z113a_p112",20,0,0,0,100,0,0,0,,"Bernhard Stacking Doll","Poupée de Bernhald (Coiffure)",,"伯恩哈德的趴头娃娃","伯恩哈德的趴頭娃娃",,,,,,,,,
533,"ユーリカの頭のせ人形","hat_z151a_p112",20,0,0,0,100,0,0,0,,"Eureka Stacking Doll","Poupée d'Eurêka (Coiffure)",,"尤莉卡的趴头娃娃","尤莉卡的趴頭娃娃",,,,,,,,,
534,"ノイクロームの手提げ人形","basket_z157a_p78",21,0,0,0,100,0,0,0,,"Noichrome Doll","Poupée de Noichrome",,"诺伊库洛姆的手提公仔","諾伊庫洛姆的手提公仔",,,,,,,,,
